ID,Título,Ano,Contexto - Domínio,Domínio,Pergunta,Resposta,Justificativa,Study,,Classification,,Nome,Ano,Key,,FEITO,A FAZER
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado de máquina utilizada, com a combinação de diferentes algoritmos, está bem alinhada com os objetivos de classificação e reconhecimento de carga não intrusivo.",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ground truth foi claramente descrito, com os dados rotulados de medição de voltagem e corrente para os aparelhos presentes nos conjuntos PLAID e WHITED, utilizados como referência para as previsões dos modelos.",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (dados rotulados) é independente do modelo treinado, pois os dados são pré-processados e rotulados antes de serem alimentados nos modelos de aprendizado de máquina.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência é adequado, pois os conjuntos de dados (PLAID e WHITED) contêm informações detalhadas sobre o uso de diferentes aparelhos, o que é crucial para a avaliação do desempenho de sistemas NILM.",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,High,"Não, devido a limitações de amostras, nem todos os dados disponíveis foram incluídos. Apenas dados de 10 aparelhos foram usados para a classificação e reconhecimento.",Some concerns,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,Some concerns,"Sim, o estudo explicou que aparelhos com um número limitado de amostras foram excluídos da análise para garantir que as classes fossem representadas de maneira adequada.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho, incluindo acurácia, precisão, recall e F1-score, foram reportadas de forma clara para todas as técnicas de normalização utilizadas e comparadas com outros algoritmos de aprendizado de máquina. Variãncia não foi apresentada.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos da revisão.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, o estudo utilizou dados de uma residência real localizada em Gambelas, Faro, Portugal.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,O estudo não menciona explicitamente os critérios de inclusão ou exclusão dos dados.,,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, pois cobrem um período de dois anos.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados utilizados são aplicáveis ao problema de NILM em sistemas reais.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de aprendizado de máquina (ML), que envolve Redes Neurais Radiais Baseadas em Função (RBFNN) e um Algoritmo Genético Multi-Objetivo (MOGA).",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e as configurações dos modelos foram descritos, como o número de neurônios nas camadas ocultas e a escolha das variáveis de entrada para os modelos de classificação e estimativa.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,No information,"O artigo não menciona explicitamente o uso de validação cruzada, mas descreve que os dados foram divididos em conjuntos de treinamento e teste.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML usada, com redes neurais RBFNN e algoritmos genéticos, é adequada para o problema de NILM.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ""ground truth"" foi obtido manualmente a partir dos dados de medidores de energia e sensores inteligentes.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (dados de consumo real) é independente do modelo treinado, pois foi utilizado como um ""ground truth"" para comparação, sem depender do modelo de aprendizado.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência é adequado, pois foi obtido a partir de dados precisos de medição de consumo de energia, permitindo uma comparação eficaz com as previsões do modelo.",Low,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Low,"Sim, o estudo usou os dados completos disponíveis, incluindo dados de consumo de vários dispositivos e variáveis de energia, para realizar a análise.",Some concerns,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"O estudo não menciona a exclusão de amostras ou classes, mas a redução da taxa de amostragem de 1 segundo para 1 minuto foi realizada para viabilizar a análise com modelos de menor complexidade.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho como Recall, Precision, F1-score, MAE, SAE e EA foram reportadas de maneira clara.",,,,,,,,,,
[24],Energy Disaggregation Using Multi-Objective Genetic Algorithm Designed Neural Networks,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho foi alinhada com os objetivos da revisão, que incluíam a avaliação de diferentes métodos de NILM e a comparação com outras abordagens no estado da arte.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, a população do estudo é representativa do contexto real, pois os dados foram coletados em edifícios residenciais (UKDALE dataset) com informações sobre consumo de energia de aparelhos de diferentes categorias.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,Não há menção explícita sobre critérios rigorosos de exclusão.,,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Os dados foram coletados prospectivamente.,,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM, pois foram coletados de sistemas reais de consumo de energia em ambientes residenciais.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"O algoritmo de aprendizado de máquina é descrito, incluindo modelos híbridos de Redes Neurais Profundas (DNN), como CNN-LSTM, DAE-LSTM, entre outros.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros utilizados nos modelos DNN (número de camadas, número de nós em cada camada e funções de ativação).",,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, os dados foram divididos em conjuntos de treinamento (70.000 amostras), validação (15.000 amostras) e teste (15.000 amostras), seguindo a prática de validação holdout.",,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado de máquina está alinhada com o problema de NILM.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"O estudo utiliza o conjunto de dados UKDALE, que contém dados rotulados (energia consumida por cada aparelho) como o ""ground truth"" para a avaliação dos modelos.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (dados rotulados de consumo de energia) é independente do modelo treinado, sendo utilizado para avaliar o desempenho do modelo.",,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência, que são os dados reais de consumo de energia de cada aparelho, é adequado para avaliar o desempenho de modelos de NILM.",Low,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Some concerns,"A análise foi realizada utilizando os dados de dois conjuntos residenciais (Casa 2 e Casa 4), com 100.000 amostras de cada casa, representando uma amostra significativa do conjunto de dados disponível.",Some concerns,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"Não há uma explicação detalhada sobre a exclusão de amostras ou classes, mas os dados faltantes foram tratados utilizando a técnica de preenchimento (forward filling).",,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho, como o F1-score, precisão (P), recall (R) e erro absoluto médio (MAE), foram claramente reportadas. Sem variância.",,,,,,,,,,
[25],New hybrid deep learning models for multi-target NILM disaggregation,2023,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos de comparação entre modelos híbridos e modelos DNN simples para a tarefa de desagregação de energia.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo utiliza as bases de dados UK-DALE e AMPds, que contêm dados de consumo de energia de residências (UK-DALE) e de um único imóvel (AMPds).",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,Não foram fornecidos detalhes explícitos sobre critérios de inclusão e exclusão dos dados.,,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, como descrito nos artigos relacionados ao uso dos bancos de dados UK-DALE e AMPds, que contêm informações históricas de consumo.",,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM em sistemas reais.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de ML, um novo modelo híbrido paralelo CNN-GRU (PHCNN-GRU), foi claramente descrito e parece ser implementáveL.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações do modelo foram reportados.",,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, o treinamento e a validação foram realizados em conjuntos de dados separados, utilizando uma abordagem de holdout.",,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML utilizada (um modelo híbrido CNN-GRU) está alinhada com o problema de NILM descrito na revisão.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o estudo descreve de forma adequada o ground truth utilizado para avaliação.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (medições de consumo de aparelhos individuais) é independente do modelo treinado.",,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência (medições de consumo de aparelhos individuais) é adequado para avaliar o desempenho em NILM.",Low,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,O artigo não afirma explicitamente que todos os dados disponíveis nos datasets foram incluídos na análise final.,No information,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,Não há explicações específicas sobre exclusão de amostras ou classes.,,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho foram reportadas de forma clara, incluindo F1-score, precisão, recall, erro médio absoluto (MAE) e acurácia de estimação (EA). A variância das métricas não foi mencionada.",,,,,,,,,,
[26],New parallel hybrid PHCNN-GRU deep learning model for multi-output NILM disaggregation,2025,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos da revisão.",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo utiliza o PLAID dataset, que contém dados de consumo de energia de 11 tipos de aparelhos coletados em 55 locais diferentes. ",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,Não há menção direta de critérios explícitos de inclusão ou exclusão.,,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Os dados do PLAID dataset foram coletados retrospectivamente.,,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM em sistemas reais, pois provêm de medições de aparelhos residenciais reais em diferentes locais, com dados de corrente e tensão.",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo é descrito claramente, incluindo o uso de modelos KNN, Random Forest (RF) e CNN para a identificação de aparelhos, com detalhes sobre a extração de características e fusão de decisões utilizando a teoria de evidências de Dempster–Shafer (D-S).",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros para os modelos KNN, RF e CNN foram mencionados, como o número de vizinhos para o KNN e o número de estimadores para o RF.",,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, foi utilizado 5-fold cross-validation para avaliar o desempenho dos modelos.",,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de fusionamento de características e modelos de classificação é adequada para o problema de NILM.",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ground truth é derivado diretamente do PLAID dataset, que fornece dados de consumo real de energia de aparelhos específicos.",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (ground truth) é independente do modelo treinado e é fornecido pelas medições reais de consumo dos aparelhos no PLAID dataset.",,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência é adequado para avaliar o desempenho em NILM.",Low,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,O artigo não afirma explicitamente que todos os dados disponíveis no dataset PLAID foram incluídos na análise final.,No information,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,Não há explicação detalhada sobre a exclusão de amostras ou classes.,,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho, como acurácia, F1-score, precisão e recall, foram claramente reportadas, comparando os resultados dos modelos individuais com o modelo proposto. A variância não foi explicitamente mencionada.",,,,,,,,,,
[27],A non-intrusive load monitoring algorithm based on multiple features and decision fusion,2021,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com o objetivo de melhorar a identificação de aparelhos no contexto de NILM.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo utilizou dados coletados de ambientes residenciais (como o dataset WHITED e PLAID), que são representativos de contextos reais de aplicação em sistemas de medição de energia residencial, como medidores inteligentes em casas.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,O artigo não descreve explicitamente os critérios de inclusão e exclusão para os dados utilizados.,,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Os dados utilizados no estudo foram coletados retrospectivamente.,,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados utilizados são altamente aplicáveis ao problema de NILM em sistemas reais.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"O artigo descreve claramente os algoritmos de ML utilizados, incluindo KNN, SVM, XGBoost e CNN.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações dos modelos foram reportados.",,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, o treinamento e a validação foram realizados em conjuntos de dados separados, utilizando uma abordagem de holdout.",,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML utilizada está bem alinhada com o problema de NILM.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,O estudo utilizou dados rotulados dos datasets PLAID e WHITED como ground truth.,Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (ground truth) é independente do modelo treinado.",,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência (medições de consumo de aparelhos individuais e seus rótulos) é adequado para avaliar o desempenho em NILM.",Low,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,O artigo não afirma explicitamente que todos os dados disponíveis nos datasets WHITED e PLAID foram incluídos na análise final.,No information,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"Não, o estudo não explica explicitamente se houve exclusão de amostras ou classes completas de aparelhos além da seleção dos aparelhos específicos para o estudo.",,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho foram reportadas de forma clara e completa. No entanto, a variância das métricas não é explicitamente reportada.",,,,,,,,,,
[28],Comparing four machine learning algorithms for household non-intrusive load monitoring,2024,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos da revisão.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"O estudo utilizou o REDD dataset, que contém dados reais de consumo energético em residências nos Estados Unidos.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,O artigo não menciona explicitamente os critérios de inclusão e exclusão dos dados.,,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,Os dados foram coletados retrospectivamente.,,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados utilizados no estudo são aplicáveis ao problema de NILM em sistemas reais.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o artigo descreve claramente os algoritmos de ML utilizados, como KNN, bagged trees, e boosted trees.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações dos algoritmos de ML são reportados.",,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, o treinamento e a validação foram realizados em conjuntos de dados separados, o que corresponde a uma abordagem de holdout.",,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de ML está alinhada com o problema de NILM.",Low,,,,,,,,,
[29],Towards Identification of Appliances in Conventional Homes using ML and Descriptive Statistics,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ground truth é derivado diretamente do REDD dataset, que fornece os estados reais de ON/OFF dos aparelhos, servindo como referência para a avaliação do modelo.",Low,,,,,,,,,
